Story Heading,Story Excerpt,Section,Date,Source
Punjab teachers told to stay away from social media drive,Punjab govt directs teachers to stay away from the ongoing smear campaign against state institutions.,Pakistan,17-4-2022,dawn
Imran seeks early polls at Karachi power show,Accuses Prime Minister Shehbaz Sharif of hatching a conspiracy to get his party disqualified in the foreign funding case.,Pakistan,17-4-2022,dawn
Imran seeks early polls at Karachi power show,Accuses Prime Minister Shehbaz Sharif of hatching a conspiracy to get his party disqualified in the foreign funding case.,Pakistan,17-4-2022,dawn
NA empowers speaker to form panel on election reforms,Raja Pervez Ashraf vows to uphold constitutional and parliamentary supremacy saying it would be his utmost priority.,Pakistan,17-4-2022,dawn
NA empowers speaker to form panel on election reforms,Raja Pervez Ashraf vows to uphold constitutional and parliamentary supremacy saying it would be his utmost priority.,Pakistan,17-4-2022,dawn
Hamza Shehbaz elected Punjab CM amid unprecedented brawl,Joint opposition’s candidate wins 197 votes to become Punjab CM.,Pakistan,17-4-2022,dawn
Hamza Shehbaz elected Punjab CM amid unprecedented brawl,Joint opposition’s candidate wins 197 votes to become Punjab CM.,Pakistan,17-4-2022,dawn
Pakistan seeks ‘stern’ Afghan actions against terrorists,ISLAMABAD: Pakistan on Sunday asked the Afghan government to secure the Pak-Afghan border region and take stern...,Pakistan,18-4-2022,dawn
Pakistan seeks ‘stern’ Afghan actions against terrorists,ISLAMABAD: Pakistan on Sunday asked the Afghan government to secure the Pak-Afghan border region and take stern...,Pakistan,18-4-2022,dawn
Bajwa urges timely action to counter speculation,LAHORE: Chief of Army Staff Gen Qamar Javed Bajwa has called for timely and joint action to effectively counter...,Pakistan,18-4-2022,dawn
Bajwa urges timely action to counter speculation,LAHORE: Chief of Army Staff Gen Qamar Javed Bajwa has called for timely and joint action to effectively counter...,Pakistan,18-4-2022,dawn
PM set to unveil cabinet despite last-minute niggles,Marriyum Aurangzeb says PPP will get 11 PML-N 14 portfolios; Fazl not expected to join will remain government ally.,Pakistan,18-4-2022,dawn
PM set to unveil cabinet despite last-minute niggles,Marriyum Aurangzeb says PPP will get 11 PML-N 14 portfolios; Fazl not expected to join will remain government ally.,Pakistan,18-4-2022,dawn
Governor ‘fans fire’ declines oath to Hamza,His principal secy believes this would be ‘constitutional violation’; Cheema holds his ground amid reports of removal...,Pakistan,18-4-2022,dawn
Governor ‘fans fire’ declines oath to Hamza,His principal secy believes this would be ‘constitutional violation’; Cheema holds his ground amid reports of removal...,Pakistan,18-4-2022,dawn
PTI wins Hangu by-poll wants victor to quit after oath,Party candidate defeats close rival from JUI with margin of 4430 votes; polling for NA-33 seat remains peaceful amid low turnout.,Pakistan,18-4-2022,dawn
PTI wins Hangu by-poll wants victor to quit after oath,Party candidate defeats close rival from JUI with margin of 4430 votes; polling for NA-33 seat remains peaceful amid low turnout.,Pakistan,18-4-2022,dawn
CJP peeved by denunciation of verdicts in rallies,• Says court functions 24 hours not bothered by ‘finger-pointing’ • Babar Awan refuses to adopt arguments of former AGP,Pakistan,19-4-2022,dawn
CJP peeved by denunciation of verdicts in rallies,• Says court functions 24 hours not bothered by ‘finger-pointing’ • Babar Awan refuses to adopt arguments of former AGP,Pakistan,19-4-2022,dawn
Six given death sentence in Priyantha lynching case,LAHORE: An anti-terrorism court on Monday handed down death sentence to six men on two counts life imprisonment to...,Pakistan,19-4-2022,dawn
Six given death sentence in Priyantha lynching case,LAHORE: An anti-terrorism court on Monday handed down death sentence to six men on two counts life imprisonment to...,Pakistan,19-4-2022,dawn
Hamza ‘tried to have me killed’ Parvez Elahi claims before court,PML-Q leader says police not registering case on his complaint; names PML-N leaders MPAs among attackers during CM election.,Pakistan,19-4-2022,dawn
Hamza ‘tried to have me killed’ Parvez Elahi claims before court,PML-Q leader says police not registering case on his complaint; names PML-N leaders MPAs among attackers during CM election.,Pakistan,19-4-2022,dawn
BNP-M lawmakers boycott NA over security forces’ actions in Chagai,Say it will be difficult for the party to be a part of the govt if military operations continue in Balochistan.,Pakistan,19-4-2022,dawn
BNP-M lawmakers boycott NA over security forces’ actions in Chagai,Say it will be difficult for the party to be a part of the govt if military operations continue in Balochistan.,Pakistan,19-4-2022,dawn
PTI plans reference against CEC for delaying elections,Ex-PM reiterates claim army presented him with three options in wake of no-trust deadlock,Pakistan,19-4-2022,dawn
PTI plans reference against CEC for delaying elections,Ex-PM reiterates claim army presented him with three options in wake of no-trust deadlock,Pakistan,19-4-2022,dawn
Allies ‘not pleased’ as new cabinet sworn in,PML-N PPP at odds over selection of members for cabinet distribution of portfolios; 5 members yet to be assigned portfolios.,Pakistan,20-4-2022,dawn
Allies ‘not pleased’ as new cabinet sworn in,PML-N PPP at odds over selection of members for cabinet distribution of portfolios; 5 members yet to be assigned portfolios.,Pakistan,20-4-2022,dawn
SC regrets masses’ naivety in ‘lapping up’ political claims,CJP says political parties leave defection cases for courts to arbitrate on instead of punishing beneficiaries for wrongdoings.,Pakistan,20-4-2022,dawn
SC regrets masses’ naivety in ‘lapping up’ political claims,CJP says political parties leave defection cases for courts to arbitrate on instead of punishing beneficiaries for wrongdoings.,Pakistan,20-4-2022,dawn
Six killed in blasts at school in Kabul,KABUL: At least six people were killed and 24 wounded on Tuesday by two bomb blasts that struck a boys’ school in ...,Pakistan,20-4-2022,dawn
Six killed in blasts at school in Kabul,KABUL: At least six people were killed and 24 wounded on Tuesday by two bomb blasts that struck a boys’ school in ...,Pakistan,20-4-2022,dawn
Army chief meets PM; security issues discussed,ISLAMABAD: Chief of Army Staff Gen Qamar Bajwa called on the newly elected Prime Minister Shehbaz Sharif on ...,Pakistan,20-4-2022,dawn
Army chief meets PM; security issues discussed,ISLAMABAD: Chief of Army Staff Gen Qamar Bajwa called on the newly elected Prime Minister Shehbaz Sharif on ...,Pakistan,20-4-2022,dawn
ECP defers daily hearing of PTI funding case,Even if prohibited funding is proved consequences limited to ‘confiscation of funds received illegally’ says PTI lawyer,Pakistan,20-4-2022,dawn
ECP defers daily hearing of PTI funding case,Even if prohibited funding is proved consequences limited to ‘confiscation of funds received illegally’ says PTI lawyer,Pakistan,20-4-2022,dawn
PTI-era media regulatory body scrapped,• New govt to carry out media reforms says Marriyum • Slams social media drives against journalists; Peca to be reviewed,Pakistan,20-4-2022,dawn
PTI-era media regulatory body scrapped,• New govt to carry out media reforms says Marriyum • Slams social media drives against journalists; Peca to be reviewed,Pakistan,20-4-2022,dawn
IMF sees Pakistan's current account deficit inflation at higher levels,Forecasts GDP growth at 4pc largely in line with similar estimates by other development lenders.,Pakistan,20-4-2022,dawn
IMF sees Pakistan's current account deficit inflation at higher levels,Forecasts GDP growth at 4pc largely in line with similar estimates by other development lenders.,Pakistan,20-4-2022,dawn
IMF wants PTI’s relief package ‘reversed’,"Miftah says securing $1bn tranche ""top priority"" rules out abrupt increase in fuel prices.",Pakistan,21-4-2022,dawn
IMF wants PTI’s relief package ‘reversed’,"Miftah says securing $1bn tranche ""top priority"" rules out abrupt increase in fuel prices.",Pakistan,21-4-2022,dawn
Details of Toshakhana gifts can be released: IHC,Court observes Cabinet Division can make information public in absence of stay order on PIC decision,Pakistan,21-4-2022,dawn
Details of Toshakhana gifts can be released: IHC,Court observes Cabinet Division can make information public in absence of stay order on PIC decision,Pakistan,21-4-2022,dawn
Imran advised to address Lahore jalsa virtually,LAHORE: As the PTI leaders on Wednesday brought out rallies from different parts of the city in the run-up to the...,Pakistan,21-4-2022,dawn
Imran advised to address Lahore jalsa virtually,LAHORE: As the PTI leaders on Wednesday brought out rallies from different parts of the city in the run-up to the...,Pakistan,21-4-2022,dawn
Govt to place members of last cabinet on no-fly list,Committee formed to review ECL; Marriyum says committee will present its report to cabinet in three days.,Pakistan,21-4-2022,dawn
Govt to place members of last cabinet on no-fly list,Committee formed to review ECL; Marriyum says committee will present its report to cabinet in three days.,Pakistan,21-4-2022,dawn
Former PM Imran hosts record-breaking ‘Twitter rally’,"Nearly half a million users interact with Imran via Twitter's audio feature; PTI chief says today all ""media is blacking us out"".",Pakistan,21-4-2022,dawn
Former PM Imran hosts record-breaking ‘Twitter rally’,"Nearly half a million users interact with Imran via Twitter's audio feature; PTI chief says today all ""media is blacking us out"".",Pakistan,21-4-2022,dawn
Imran calls upon ‘powers that be’ to make amends,Former PM marshals supporters for Islamabad push at massive power show in Lahore rejects govt body to probe Lettergate.,Pakistan,22-4-2022,dawn
Imran calls upon ‘powers that be’ to make amends,Former PM marshals supporters for Islamabad push at massive power show in Lahore rejects govt body to probe Lettergate.,Pakistan,22-4-2022,dawn
Nawaz sees PTI chief dragging political discourse to new low,PPP chief meets PML-N supremo in London; says plot to oust Imran hatched in Bilawal House not White House,Pakistan,22-4-2022,dawn
Nawaz sees PTI chief dragging political discourse to new low,PPP chief meets PML-N supremo in London; says plot to oust Imran hatched in Bilawal House not White House,Pakistan,22-4-2022,dawn
LHC rejects petition against acceptance of Buzdar’s resignation,LAHORE: Lahore High Court Chief Justice Muham­mad Ameer Bhatti on Thursday dismissed a petition against the...,Pakistan,22-4-2022,dawn
LHC rejects petition against acceptance of Buzdar’s resignation,LAHORE: Lahore High Court Chief Justice Muham­mad Ameer Bhatti on Thursday dismissed a petition against the...,Pakistan,22-4-2022,dawn
16 killed as blasts rock two Afghan cities,First blast at Shia mosque second targeted vehicle carrying mechanics working for Taliban; PM Shehbaz condemns mosque blast.,Pakistan,22-4-2022,dawn
16 killed as blasts rock two Afghan cities,First blast at Shia mosque second targeted vehicle carrying mechanics working for Taliban; PM Shehbaz condemns mosque blast.,Pakistan,22-4-2022,dawn
Ex-PM’s chopper trips cost far more than claimed: Marriyum,Says PTI’s was the real ‘imported govt’ as 20 of its cabinet members were foreign nationals,Pakistan,22-4-2022,dawn
Ex-PM’s chopper trips cost far more than claimed: Marriyum,Says PTI’s was the real ‘imported govt’ as 20 of its cabinet members were foreign nationals,Pakistan,22-4-2022,dawn
Ilhan Omar regrets Kashmir not getting US attention it merits,India reacts strongly to US Congresswoman’s visit to Azad Jammu and Kashmir.,Pakistan,22-4-2022,dawn
Ilhan Omar regrets Kashmir not getting US attention it merits,India reacts strongly to US Congresswoman’s visit to Azad Jammu and Kashmir.,Pakistan,22-4-2022,dawn
Blast kills 33 worshippers in Afghanistan,Blast took place at a mosque during Friday prayers; Taliban govt spokesperson says there are children among the dead.,Pakistan,23-4-2022,dawn
Blast kills 33 worshippers in Afghanistan,Blast took place at a mosque during Friday prayers; Taliban govt spokesperson says there are children among the dead.,Pakistan,23-4-2022,dawn
LHC wants Alvi to decide issue of Hamza’s oath,• Court assured about governor’s letter expressing inability to administer oath • AG vows to challenge court jurisdiction...,Pakistan,23-4-2022,dawn
LHC wants Alvi to decide issue of Hamza’s oath,• Court assured about governor’s letter expressing inability to administer oath • AG vows to challenge court jurisdiction...,Pakistan,23-4-2022,dawn
Elections to be held after parliament completes its tenure: minister,Warns Imran over campaign against state institutions...,Pakistan,23-4-2022,dawn
Elections to be held after parliament completes its tenure: minister,Warns Imran over campaign against state institutions...,Pakistan,23-4-2022,dawn
President ‘reluctantly’ swears in four cabinet members,ISLAMABAD: President Dr Arif Alvi on Friday “almost half-heartedly” administered the oath to three federal...,Pakistan,23-4-2022,dawn
President ‘reluctantly’ swears in four cabinet members,ISLAMABAD: President Dr Arif Alvi on Friday “almost half-heartedly” administered the oath to three federal...,Pakistan,23-4-2022,dawn
ANALYSIS: No quick fixes for Punjab’s constitutional crisis,Seeds for this crisis were sown when former Punjab governor Chaudhry Sarwar accepted Usman Buzdar’s resignation on April 1.,Pakistan,23-4-2022,dawn
ANALYSIS: No quick fixes for Punjab’s constitutional crisis,Seeds for this crisis were sown when former Punjab governor Chaudhry Sarwar accepted Usman Buzdar’s resignation on April 1.,Pakistan,23-4-2022,dawn
NSC reiterates PTI govt not ousted through foreign plot,• Committee however agrees with assertion in previous communiqué about US interference in Pakistan’s internal affairs...,Pakistan,23-4-2022,dawn
NSC reiterates PTI govt not ousted through foreign plot,• Committee however agrees with assertion in previous communiqué about US interference in Pakistan’s internal affairs...,Pakistan,23-4-2022,dawn
Increase in fuel prices on the horizon,"Miftah expresses inability to continue subsidy on petroleum products says ex-PM Imran laid ""trap"" for his successors.",Pakistan,24-4-2022,dawn
Increase in fuel prices on the horizon,"Miftah expresses inability to continue subsidy on petroleum products says ex-PM Imran laid ""trap"" for his successors.",Pakistan,24-4-2022,dawn
Several rumours later Hamza yet to take oath,President says prime minister’s summary regarding the Lahore High Court order is under consideration.,Pakistan,24-4-2022,dawn
Several rumours later Hamza yet to take oath,President says prime minister’s summary regarding the Lahore High Court order is under consideration.,Pakistan,24-4-2022,dawn
Three soldiers martyred by firing from ‘across Afghan border’,NORTH WAZIRISTAN: Three Pakistani soldiers were martyred and four others injured in firing from acr­­oss the ...,Pakistan,24-4-2022,dawn
Three soldiers martyred by firing from ‘across Afghan border’,NORTH WAZIRISTAN: Three Pakistani soldiers were martyred and four others injured in firing from acr­­oss the ...,Pakistan,24-4-2022,dawn
Imran urges open hearing on ‘Lettergate’,ISLAMABAD: At his first press conference since being voted out of power Pakistan Tehreek-i-Insaf (PTI) Chairman...,Pakistan,24-4-2022,dawn
Imran urges open hearing on ‘Lettergate’,ISLAMABAD: At his first press conference since being voted out of power Pakistan Tehreek-i-Insaf (PTI) Chairman...,Pakistan,24-4-2022,dawn
Shehbaz vows to be champion for missing persons,• PM inaugurates work on dualisation of Khuzdar-Kuchlak section of National Highway • Announces support for families living...,Pakistan,24-4-2022,dawn
Shehbaz vows to be champion for missing persons,• PM inaugurates work on dualisation of Khuzdar-Kuchlak section of National Highway • Announces support for families living...,Pakistan,24-4-2022,dawn
PM orders immediate end to prolonged outages,Holds previous government responsible for energy crisis claims it neither purchased fuel nor repaired power units.,Pakistan,25-4-2022,dawn
PM orders immediate end to prolonged outages,Holds previous government responsible for energy crisis claims it neither purchased fuel nor repaired power units.,Pakistan,25-4-2022,dawn
Modi’s visit to held Kashmir sparks protests,MUZAFFARABAD/SRINAGAR: As Indian Prime Minister Narendra Modi arrived in occupied Jammu and Kashmir on his first...,Pakistan,25-4-2022,dawn
Modi’s visit to held Kashmir sparks protests,MUZAFFARABAD/SRINAGAR: As Indian Prime Minister Narendra Modi arrived in occupied Jammu and Kashmir on his first...,Pakistan,25-4-2022,dawn
Cheema seeks Alvi’s advice to resolve Punjab CM ‘election issue’,Writes letter to president says process for conduct of CM election is a classic case of constitutional violations.,Pakistan,25-4-2022,dawn
Cheema seeks Alvi’s advice to resolve Punjab CM ‘election issue’,Writes letter to president says process for conduct of CM election is a classic case of constitutional violations.,Pakistan,25-4-2022,dawn
PTI to hold protests outside ECP offices from tomorrow,CEC refuses to step down sees ‘no valid reason’ to resign...,Pakistan,25-4-2022,dawn
PTI to hold protests outside ECP offices from tomorrow,CEC refuses to step down sees ‘no valid reason’ to resign...,Pakistan,25-4-2022,dawn
IMF agrees to add $2bn to ongoing programme,Decision subject to a complete reversal of recently imposed subsidies; SBP autonomy will not be withdrawn.,Pakistan,25-4-2022,dawn
IMF agrees to add $2bn to ongoing programme,Decision subject to a complete reversal of recently imposed subsidies; SBP autonomy will not be withdrawn.,Pakistan,25-4-2022,dawn
ANALYSIS: Keeping NA functional main challenge for new speaker,"Over 60pc of committees in both houses remain ""headless"" which makes parliament almost dysfunctional.",Pakistan,26-4-2022,dawn
ANALYSIS: Keeping NA functional main challenge for new speaker,"Over 60pc of committees in both houses remain ""headless"" which makes parliament almost dysfunctional.",Pakistan,26-4-2022,dawn
Nawaz issued green passport,Former PM's name removed from ECL; his new passport which has a 10-year validity was processed in the urgent category.,Pakistan,26-4-2022,dawn
Nawaz issued green passport,Former PM's name removed from ECL; his new passport which has a 10-year validity was processed in the urgent category.,Pakistan,26-4-2022,dawn
46 PTI dissidents asked to appear before ECP,Electoral watchdog to proceed on matter of PTI MNAs' resignations after receiving notification against them from NA speaker.,Pakistan,26-4-2022,dawn
46 PTI dissidents asked to appear before ECP,Electoral watchdog to proceed on matter of PTI MNAs' resignations after receiving notification against them from NA speaker.,Pakistan,26-4-2022,dawn
IHC relaxes 30-day deadline to decide foreign funding case,Court asks ECP not to ‘single out’ PTI probe funds of all parties,Pakistan,26-4-2022,dawn
IHC relaxes 30-day deadline to decide foreign funding case,Court asks ECP not to ‘single out’ PTI probe funds of all parties,Pakistan,26-4-2022,dawn
Low fuel stocks may add to power woes ahead of heatwave,Gap in demand-supply of electricity exceeds 5000MW; heatwave expected to sweep across country from today and last till May 2.,Pakistan,26-4-2022,dawn
Low fuel stocks may add to power woes ahead of heatwave,Gap in demand-supply of electricity exceeds 5000MW; heatwave expected to sweep across country from today and last till May 2.,Pakistan,26-4-2022,dawn
Three Chinese teachers killed in varsity bombing,• Outlawed BLA claims responsibility says female suicide bomber carried out attack • Local driver also killed; at least four...,Pakistan,27-4-2022,dawn
Three Chinese teachers killed in varsity bombing,• Outlawed BLA claims responsibility says female suicide bomber carried out attack • Local driver also killed; at least four...,Pakistan,27-4-2022,dawn
PM seeks end to power cuts by May Day,Directs that natural gas from fertiliser and captive power plants be diverted to power sector.,Pakistan,27-4-2022,dawn
PM seeks end to power cuts by May Day,Directs that natural gas from fertiliser and captive power plants be diverted to power sector.,Pakistan,27-4-2022,dawn
Portfolios allocated to six cabinet members,Portfolios have been allocated to four federal ministers two ministers of state.,Pakistan,27-4-2022,dawn
Portfolios allocated to six cabinet members,Portfolios have been allocated to four federal ministers two ministers of state.,Pakistan,27-4-2022,dawn
Action sought against film for ‘ridiculing’ trans people,"Counsel says use of word ""khusra"" in upcoming film Dum Mastam violates rights of transgender persons.",Pakistan,27-4-2022,dawn
Action sought against film for ‘ridiculing’ trans people,"Counsel says use of word ""khusra"" in upcoming film Dum Mastam violates rights of transgender persons.",Pakistan,27-4-2022,dawn
PTI supporters ‘picket’ ECP offices,CEC accused of being partial towards other parties; protesters manage to enter Red Zone in capital,Pakistan,27-4-2022,dawn
PTI supporters ‘picket’ ECP offices,CEC accused of being partial towards other parties; protesters manage to enter Red Zone in capital,Pakistan,27-4-2022,dawn
LHC wants governor to ensure CM takes oath today,Voting to be held through secret ballot; Punjab Assembly Speaker Chaudhry Parvez Elahi will convene the session.,Pakistan,28-4-2022,dawn
LHC wants governor to ensure CM takes oath today,Voting to be held through secret ballot; Punjab Assembly Speaker Chaudhry Parvez Elahi will convene the session.,Pakistan,28-4-2022,dawn
Power companies allowed up to Rs4.83 per unit increase,Increase approved on account of fuel cost adjustment for March; Nepra lashes out at Discos over loadshedding.,Pakistan,28-4-2022,dawn
Power companies allowed up to Rs4.83 per unit increase,Increase approved on account of fuel cost adjustment for March; Nepra lashes out at Discos over loadshedding.,Pakistan,28-4-2022,dawn
Bilawal becomes Pakistan's youngest foreign minister,He assumed charge of his political career's first public office immediately after taking oath took briefing on foreign affairs.,Pakistan,28-4-2022,dawn
Bilawal becomes Pakistan's youngest foreign minister,He assumed charge of his political career's first public office immediately after taking oath took briefing on foreign affairs.,Pakistan,28-4-2022,dawn
PTI accuses govt of U-turn on Umrah delegation issue,“They are going to perform Umrah with the hard-earned money paid in taxes by the people of the country” says Fawad Chaudhry.,Pakistan,28-4-2022,dawn
PTI accuses govt of U-turn on Umrah delegation issue,“They are going to perform Umrah with the hard-earned money paid in taxes by the people of the country” says Fawad Chaudhry.,Pakistan,28-4-2022,dawn
KU attack ‘final wake-up call’ on crisis in Balochistan,Mainstream political parties express concern over new trend in terrorist attacks on Chinese; call for recovery of missing persons.,Pakistan,28-4-2022,dawn
KU attack ‘final wake-up call’ on crisis in Balochistan,Mainstream political parties express concern over new trend in terrorist attacks on Chinese; call for recovery of missing persons.,Pakistan,28-4-2022,dawn
Govt to end interest-based banking by Dec 2027,FSC also says any interest in borrowings from domestic or foreign sources was Riba clearly prohibited in Islam,Pakistan,29-4-2022,dawn
Govt to end interest-based banking by Dec 2027,FSC also says any interest in borrowings from domestic or foreign sources was Riba clearly prohibited in Islam,Pakistan,29-4-2022,dawn
NAB orders inquiry against Farah Khan,ISLAMABAD: With a change of government the National Accountability Bureau (NAB) has initiated an inquiry against...,Pakistan,29-4-2022,dawn
NAB orders inquiry against Farah Khan,ISLAMABAD: With a change of government the National Accountability Bureau (NAB) has initiated an inquiry against...,Pakistan,29-4-2022,dawn
IHC forms commission to redress Baloch students’ grievances,Commission headed by Senate chairman is tasked with investigating students' grievances and formulating recommendations.,Pakistan,29-4-2022,dawn
IHC forms commission to redress Baloch students’ grievances,Commission headed by Senate chairman is tasked with investigating students' grievances and formulating recommendations.,Pakistan,29-4-2022,dawn
Punjab Assembly fails to meet as staff arrested,Administration refuses Buzdar’s orders; governor insists won’t administer oath to Hamza; Elahi holds Sharifs responsible,Pakistan,29-4-2022,dawn
Punjab Assembly fails to meet as staff arrested,Administration refuses Buzdar’s orders; governor insists won’t administer oath to Hamza; Elahi holds Sharifs responsible,Pakistan,29-4-2022,dawn
Country swelters as power outages disrupt daily life,Urban areas experience 6 to 10 hours rural parts witness 8 to 16 hours of loadshedding; 6000 to 7000MW shortfall reported.,Pakistan,29-4-2022,dawn
Country swelters as power outages disrupt daily life,Urban areas experience 6 to 10 hours rural parts witness 8 to 16 hours of loadshedding; 6000 to 7000MW shortfall reported.,Pakistan,29-4-2022,dawn
Imran seeks Alvi CJP’s assistance on ‘Lettergate’,Says in view of public reaction over “interference” it has become difficult to further delay announcement of march on capital.,Pakistan,30-4-2022,dawn
Imran seeks Alvi CJP’s assistance on ‘Lettergate’,Says in view of public reaction over “interference” it has become difficult to further delay announcement of march on capital.,Pakistan,30-4-2022,dawn
ECP orders criminal action against Gilani’s son,Turns down petition for ex-PM’s disqualification action also sought against two PTI MNAs for corrupt practices...,Pakistan,30-4-2022,dawn
ECP orders criminal action against Gilani’s son,Turns down petition for ex-PM’s disqualification action also sought against two PTI MNAs for corrupt practices...,Pakistan,30-4-2022,dawn
Tough days ahead for economy ministry warns,"""Domestic and international scenarios are changing which carry implications for the economic recovery"" says finance ministry.",Pakistan,30-4-2022,dawn
Tough days ahead for economy ministry warns,"""Domestic and international scenarios are changing which carry implications for the economic recovery"" says finance ministry.",Pakistan,30-4-2022,dawn
ECP seeks publication of 7th census results by year’s end,Says it will require more than four months to carry out fresh delimitation after publication of census results.,Pakistan,30-4-2022,dawn
ECP seeks publication of 7th census results by year’s end,Says it will require more than four months to carry out fresh delimitation after publication of census results.,Pakistan,30-4-2022,dawn
Punjab CM to take oath from NA speaker,NA speaker to administer oath to Punjab CM-elect at 10.30am today.,Pakistan,30-4-2022,dawn
Punjab CM to take oath from NA speaker,NA speaker to administer oath to Punjab CM-elect at 10.30am today.,Pakistan,30-4-2022,dawn
Saudi action puts PTI on backfoot over Madina incident,Fawad Chaudhry terms protesters' actions spontaneous reaction to his party's ouster.,Pakistan,30-4-2022,dawn
Saudi action puts PTI on backfoot over Madina incident,Fawad Chaudhry terms protesters' actions spontaneous reaction to his party's ouster.,Pakistan,30-4-2022,dawn
Kabul remains in mourning as 10 die in mosque bombing,KABUL: A bomb blast in the Afghan capital ripped through a Sunni mosque and killed at least 10 worshippers on ...,Pakistan,30-4-2022,dawn
Kabul remains in mourning as 10 die in mosque bombing,KABUL: A bomb blast in the Afghan capital ripped through a Sunni mosque and killed at least 10 worshippers on ...,Pakistan,30-4-2022,dawn
PM Saudi prince ‘talk shop’ in Jeddah,Shehbaz arrives in UAE after three-day trip to Saudi Arabia...,Pakistan,1-5-2022,dawn
PM Saudi prince ‘talk shop’ in Jeddah,Shehbaz arrives in UAE after three-day trip to Saudi Arabia...,Pakistan,1-5-2022,dawn
20 tankers gutted in Nowshera depot fire,Firefighting vehicles called in from Charsadda Mardan and Peshawar to extinguish flames.,Pakistan,1-5-2022,dawn
20 tankers gutted in Nowshera depot fire,Firefighting vehicles called in from Charsadda Mardan and Peshawar to extinguish flames.,Pakistan,1-5-2022,dawn
Fuel subsidies to cost govt Rs40bn in a fortnight,Finance ministry says the premier has issued directions to keep petroleum prices unchanged to avoid burdening citizens.,Pakistan,1-5-2022,dawn
Fuel subsidies to cost govt Rs40bn in a fortnight,Finance ministry says the premier has issued directions to keep petroleum prices unchanged to avoid burdening citizens.,Pakistan,1-5-2022,dawn
Imran wants march on capital by end of May,Asad Umar claims current govt deliberately slowing down economy...,Pakistan,1-5-2022,dawn
Imran wants march on capital by end of May,Asad Umar claims current govt deliberately slowing down economy...,Pakistan,1-5-2022,dawn
PTI in denial as Hamza finally takes oath,"Punjab governor tries to ""restore"" Buzdar and cabinet; new CM meets Jahangir Tareen to discuss cabinet formation.",Pakistan,1-5-2022,dawn
PTI in denial as Hamza finally takes oath,"Punjab governor tries to ""restore"" Buzdar and cabinet; new CM meets Jahangir Tareen to discuss cabinet formation.",Pakistan,1-5-2022,dawn
In GB hope evaporates as glaciers melt faster and faster,According to the local administration a contingency plan had been prepared to cope with an emergency.,Pakistan,2-5-2022,dawn
In GB hope evaporates as glaciers melt faster and faster,According to the local administration a contingency plan had been prepared to cope with an emergency.,Pakistan,2-5-2022,dawn
Imran other PTI leaders booked over Masjid-i-Nabwi incident,FIRs not registered under Section 295-C of Pakistan Penal Code says law minister...,Pakistan,2-5-2022,dawn
Imran other PTI leaders booked over Masjid-i-Nabwi incident,FIRs not registered under Section 295-C of Pakistan Penal Code says law minister...,Pakistan,2-5-2022,dawn
Punjab cabinet formation put on hold till governor’s ouster,PML-N believes PTI’s Cheema won’t swear in new ministers.,Pakistan,2-5-2022,dawn
Punjab cabinet formation put on hold till governor’s ouster,PML-N believes PTI’s Cheema won’t swear in new ministers.,Pakistan,2-5-2022,dawn
Ex-PM floats ‘white paper’ against PML-N PPP defends Farah,ISLAMABAD: Former prime minister and Pakistan Tehreek-i-Insaf (PTI) Chairman Imran Khan on Sunday released a white...,Pakistan,2-5-2022,dawn
Ex-PM floats ‘white paper’ against PML-N PPP defends Farah,ISLAMABAD: Former prime minister and Pakistan Tehreek-i-Insaf (PTI) Chairman Imran Khan on Sunday released a white...,Pakistan,2-5-2022,dawn
KP to celebrate Eid today rest of country tomorrow,PESHAWAR / ISLAMABAD: While the Khyber Pakhtunkhwa government decided to celebrate Eidul Fitr on Monday (today)...,Pakistan,2-5-2022,dawn
KP to celebrate Eid today rest of country tomorrow,PESHAWAR / ISLAMABAD: While the Khyber Pakhtunkhwa government decided to celebrate Eidul Fitr on Monday (today)...,Pakistan,2-5-2022,dawn
S. Arabia agrees to discuss extending term of $3bn loan,Kingdom welcomes Pakistan’s keenness to find solution to all disputes with India; PM Sharif Abu Dhabi crown prince discuss.,Pakistan,2-5-2022,dawn
S. Arabia agrees to discuss extending term of $3bn loan,Kingdom welcomes Pakistan’s keenness to find solution to all disputes with India; PM Sharif Abu Dhabi crown prince discuss.,Pakistan,2-5-2022,dawn
UAE experts due today to discuss economic cooperation,PM extends Eid greetings to Turkish president rulers of Qatar and Bahrain; receives briefing on PKLI performance.,Pakistan,3-5-2022,dawn
UAE experts due today to discuss economic cooperation,PM extends Eid greetings to Turkish president rulers of Qatar and Bahrain; receives briefing on PKLI performance.,Pakistan,3-5-2022,dawn
Imran challenges Biden on ‘regime change conspiracy’,Former PM touts analyst’s Fox News interview as ‘proof of plot’ against his regime,Pakistan,3-5-2022,dawn
Imran challenges Biden on ‘regime change conspiracy’,Former PM touts analyst’s Fox News interview as ‘proof of plot’ against his regime,Pakistan,3-5-2022,dawn
Announcement,THE offices of Dawn will remain closed on Tuesday and Wednesday on account of Eidul Fitr. Therefore there will be ...,Pakistan,3-5-2022,dawn
Announcement,THE offices of Dawn will remain closed on Tuesday and Wednesday on account of Eidul Fitr. Therefore there will be ...,Pakistan,3-5-2022,dawn
Millions of views push PTI’s rivals towards TikTok,PTI clearly has an edge over all the political parties on social media not only among its workers but also in its support base.,Pakistan,3-5-2022,dawn
